likes,message,numWord
2.0,let call product let pink slime become term past tea gov rick Perri,21
16.0,past year hydraul fractur frack led boom oil nature ga product around nation also creat collut fear,28
26.0,timothy Davison car ram snow median car became strand crash suspect got car shot Davison multiple time vehicle accord policy,35
30.0,baptist preacher arrest wife murder attempt board plane germany,19
13.0,mv cape ray dock Portsmouth va destroy syria danger chemic weapon sea,17
17.0,year old Corbin durant hospita time mother count,22
63.0,danger cold west east wind chill low degree monday morn forecast,21
204.0,parent find miss son associe press photograph,10
12.0,us supreme court grant hold gay marriage utah justice Sonia sotomayor refer case full court,21
105.0,giant panda cub BAO BAO make appear nation zoo monday,15
95.0,polar vortex send danger arctic temperature flung us warn report around nation,16
7.0,robert bigg Paradis calif say save help bear,14
111.0,woman hit new year day jackpot casino come back next day hit via good morn america,21
15.0,policy arizona woman claim shot husband shotgun allegedly mistake intrude,18
20.0,mari kay letourneau jail seattle,6
9.0,islam insure reak strategy city iraq include site hard fought us battle fallujah analysis abc chief foreign correspond Terri Moran,26
19.0,bu careen park lot tree onto led idaho offic build,13
18.0,janet yelled gain enough ye vote sent confirm new fed chair,18
24.0,men rais family admit kept money,14
43.0,hire come public outcry last year show lack divers address episode host Kerri washington,24
5.0,teleprompt fail transform director book,8
29.0,accord satan temple director state also function purpose chair people age may sit lap satan inspire contempt,33
1.0,anybody buy stuff,5
0.0,along paul Ryan morn Georg h w bush also endorse romney late yesterday,14
10.0,steubenvil ohio high school football player release juvenile detent center less year convict rape year old girl parti,31
10.0,decad unit state fought war bitter counter insure plant democracy much fallujah fallen al Baeda,23
21.0,midst record break bitter cold u coast guard relentlessly fight ice build great lake region effort keep import ship channel open,32
34.0,passing aboard three amtrak train strand overnight remote part northern illinois blow drift snow amtrak office said today,27
11.0,thing need survive polarvortex,8
24.0,new old spice commerce leave laugh creep,13
10.0,live pre Obama speak unemploy insure white house,11
44.0,nurs union hospita overcharge patient time actual cost treatment,13
116.0,troy univers alabama look feel like globe frozen tuesday,15
12.0,video nightly correspond gio benitez spend hour polar vortex,13
3.0,time get creative would first thing half billion dollar like favorite reply comment section,25
7.0,protect move day depth look mover suddenly chang price,19
15.0,eagle co colorado sheriff tell abc news Clayton Landel one person dead three rescue back country avalanche near vail colorado,28
18.0,small town canada become intern surf hotspot photo watch full story tonight nightly,19
17.0,break us air for confirm abc news us military helicopt gone coast england northeast london policy believe people dead,31
83.0,chicago cover snow ice seen flight lake michigan tuesday latest polar vortex,24
81.0,girl dog allow OPer room help surgeon story abc steve osunsami abc world news dian sawyer video,28
9.0,update policy us military helicopt crash marsh along coast england recovery service member believe dead current unsad due threat live amount,31
29.0,trap russian chines ship broken free ice antarctica us coast guard lit polar star icebreak en rout help reroot origin mission story,39
186.0,sunbreak bond young girl special dog allow OPer room help surgeon video,21
39.0,cold little girl got tongue stuck flagpole polar bear chicago zoo head indoor escape inmate gave lam chilli outside prison wall,43
18.0,good morn america,4
5.0,new memoir former defense secretary bob gate expect juice critic inside look up down foreign policy Obama administer,31
23.0,alley scam award uniform personnel cost taxpayer million dollar accord indict,22
25.0,playoff parti may one fewer dip option year,10
14.0,super cold weather actual increase domes violence expert say,9
5.0,market execute su gool semi execute site use copyright busy headshot,17
27.0,break us navi say helicopt gone coast virginia search rescue underway Condit crew unknown,20
178.0,year sever injury mass shoot former arizona rep Gabbi Gifford prepare skydive mark anniversary,22
13.0,update navi crew member rescue helicopt crash virginia die other hospita remain miss,20
11.0,utah governor say tuesday state recognita sex marriage hold notice us supreme court put stay new marriage pend appeal lower court,36
18.0,air for confirm name us service member kill tuesday helicopt crash coast england,20
1.0,new inform bin laden exact whereabout past ten year,12
24.0,word burrito vend machin,6
9.0,attorney alley victim absolute sue FSU quarterback,12
31.0,former NFL player found dead florida hotel room complain stomach ill,14
17.0,new state dept acknowledge first time terrorist group led former itmo detained involve benghazi attack abu susian mumu leader ansar al sharia dargah libya,33
32.0,world worry Fukushima abc news correspond Cecilia vega investing tonight nightly,17
11.0,update navi nd crew member die follow helicopt crash aslant wednesday remain miss hospita stable Condit,25
225.0,carson hear gaddi mm boy hear first time watch,18
29.0,earth tri adjust polar vortex come me sun bot panic,22
11.0,email appear connect top aid new jersey gov Chris Christi controversy closer sever lane world busiest bring polit retribute sink,32
9.0,prosecutor give example alley mass disable fraud use tie,12
2.0,drama video emerge show school bu henryvil ind lift air flung diner tornado,24
6.0,tennessee teen succumb pressure college student athlete turn alcohol ABus fake kidnap,23
16.0,former NFL player die reportedly tell mother suffer abdomen pain month,21
8.0,new jersey state sent call fever investing close lane lead Georg washington bring last year email text message release wednesday suggest one gov Chris Christi top aid engin traffic jam polit retribute,46
3.0,live abc news digit special report new jersey gov Chris Christi speak bring close scandal,15
12.0,new jersey gov Chris Christi fire top aid imply bring email scandal lie say embarrass humilis aid,28
14.0,russian secure for launch anti terror sweep Bodi expos found near winter Olympe site,14
20.0,nasa launch cygnus spacecraft p et thursday,9
10.0,sheriff depart receive hand written apolog letter anonym killer ohio hunter,12
6.0,search answer Fukushima Cecilia vega full nightly report inside go zone video,16
30.0,hell hath frozen,4
2.0,tea trucker kept travel torture chamber cab rig plead guilty murder newly couple year ago,27
14.0,us office confirm abc news indict thursday indian diplomat leave country request us,24
39.0,truck driver frozen pavement hour degree trap truck,17
20.0,excls video obtain abc news inside commerce plane crash hawaii decem via abc world news dian sawyer watch,26
32.0,develop west virginia american water company water supply west virginia kanawha valley contain chemic spill elk river due nature contain safe use water purpose altern source water use purpose,53
19.0,defense office tell abc news lui martinez american ISAM member dead mc recon aircraft crash eastern afghanistan rd deadly incide involve us military aircraft day,40
160.0,next hour solar storm slam earth atmosphere,13
17.0,coffee bad rap may debunk,6
30.0,passing record dec crash hawaii,9
30.0,polar vortex subside nature phenomenon known steam fog seen great lake cold air pass warm water,25
38.0,brutal fight former Marin stepfather oklahoma end stepfather death atom wedge also known death underwear,26
1.0,go ahead open k statement,7
12.0,russian secure for launch aggress anti terror sweep today come across multiple explain death expos devil region near Sochi winter Olympe game held matter week,36
13.0,governor vermont devot enter state state speech address scourge heroin ABus problem describe full blown crisis state,31
14.0,man say automat feature gool land jail,12
10.0,secure situate iraq interior past year accord u n people kill highest number year naught said ross Caputo former Marin fought second battle city since become outspoken critic u intervent iraq,57
59.0,winter across us tri tell florida friday high,13
17.0,new target say million people affect secure breach person info stolen,19
30.0,attorney gender eric holder fever govern recon utah sex marriage,12
7.0,us person fought syria return us office fear return identify surveil,27
11.0,white house press sec jay carney announce pre Obama outline reform NSA surveil program next friday,22
9.0,way person affect weight,7
3.0,would miss penni u stop produce,11
25.0,birth live tweet first time mom live tweet birth unclinch honest,12
26.0,family disco sperm bank nightmare year daughter birth,10
16.0,abc news excls full video inside plane crash ocean hawaii,14
104.0,near perfect remain native american woman found florida road preserve year,16
17.0,control expos use attempt gain control derail train fire near us canada border east main,18
216.0,year old pakistani boy sacrifice life stop suicide bomber enter school monday,16
8.0,pizza knife fork fugetaboutit,7
16.0,san diego traffic stop talk phone turn wild high speed car chase end fusillade bullet,24
14.0,office Timblin ban water would lift,13
12.0,accord new study people work certain industry like obes,17
1.0,part judgment patrick cox company founder whose constant present taxmast tv ad person hook nearly million,26
45.0,author unit state mexico said local unfinish smuggle tunnel week border sweep,20
13.0,california man trial allegedly pose doctor treat deeper cancer hiv patient take money process,26
19.0,break former ikra prime manist ariel sharon beget state since die age,18
23.0,Daisi Coleman mother brother said marvel teen remain hospita,11
5.0,develop could throw doubt remain court martial case,11
38.0,would give thief direct access check account might,18
6.0,Gwendolyn Boyd unuse restrict love life fair,13
6.0,yankee receive game suspens biogenesis scandal,11
24.0,norwegian celebe band ha narrow geology format call fjord oil biggest sovereign wealth fund world,23
17.0,debris single engin plane local central idaho mountain saturday,13
5.0,would buy hit mega million jackpot idea,15
38.0,sam bern life accord sam die friday age sam life progeria research found,22
106.0,year old girl last seen wednesday get school bu go home Massachusett policy said may abduct mother found today north carolina,34
235.0,lost battle progeria legacy live remember sam bern tonight,17
26.0,average house may contain mani chemic toxic mani unrest,16
55.0,read modern miracle say scientist tri understand,13
13.0,take home state tonight,7
36.0,sq ft home list million,15
26.0,democrat lawmake say Christi could face impeach hear turn knew lane closer author,24
20.0,timothy Davison call policy moment run road fatal shot car,18
8.0,valerin trierweil hospita rest test,11
1.0,minute hand clock adjust time since incept convey close human catastrophe destruct,25
1.0,cia office compar Osana life hide reality tv,10
16.0,starlet bear glamor red carpet golden globe award show gotten little soggy pipe reportedly burst flood entrance auditorium,28
5.0,rod keep fight,3
50.0,rumor swirl month scandal star Kerri washington expect first child golden globe confirm inde pregnant,27
20.0,candid actress pull punch,6
21.0,olivia wild talk unexpect benefit pregnant,9
11.0,reason ami Koehler Tina fey tap host golden globe two year row know steal show,29
18.0,southwest airline jet carri passing land wrong airport Branson mo seven mile intend destin,21
18.0,mother year old Massachusett girl charge kidnap allegedly abduct daughter avoid lose state child protect service,27
10.0,update shock exit plane saw actual runway close edge runway hunter pool said,29
7.0,complete list winner last night golden globe favorite win,12
2.0,abc tonight joe denets Alexandra char two past lottery winner differ path happy,20
57.0,doctor transplant womb women first major expert see women conceive child,19
26.0,us appeal court detroit uphold life sentence underwear bomber Omar abdulmutallab attempt bomb northwest airline flight,25
35.0,video BMX rider pull stunt arch tea bring,11
19.0,letter church ak inventor struggle response million live taken hand invent,20
21.0,author shot wesley chapel Fla move theater airlift hospita gunman custody abc action news wet tv,25
21.0,southwest plane land wrong Branson missouri airport sunday success taken,15
19.0,research teen mom pregnant tv show help deter teenage pregnant,13
70.0,Georg Jerri thing see street NYC,12
28.0,update sheriff gunman open fire florida theater text dispute identify retire tampa policy offic dead wound,25
27.0,dead miss enter free chicago river search drop cell phone,16
1.0,new evil tie crimine case involve steve Powel josh Powel father rais question josh Powel never charge disappear wife,30
12.0,make mark male domain sport,8
21.0,octomom Nadya Suleiman porn film box list celebe even endorse birth control dog give birth eight Babi receive vitro Fertil treatment never ran afoul law least,44
44.0,london policy appear pois make arrest disappear Madelen McCann girl vanish portuguese vacant family nearly seven year ago,34
9.0,first time since shoot Gabbi Gifford offer hint polit future,16
7.0,could handshake mean higher Chanc get cold would fist bump high five better,19
6.0,josh brent charge into onslaught teammate Jerri brown death,12
10.0,text move allegedly trigger shoot retire policy captain,11
22.0,develop policy shoot berrendo middle school rowel new mexico shooter apprehend yet known injury,20
12.0,update law enforce source tell abc news wound new mexico school shoot,16
52.0,new us defense contractor tri smuggle f blueprint iran arrest flight country,17
4.0,win ticket,6
30.0,Fla policy cruiser camera catch video driver crash vehicle text video,14
27.0,update retire policy offic allegedly shot kill man argument Fla move theater deni bond say fear attack,26
57.0,update governor student gunman th grader walk new mexico school gym pull shotgun bag open fire student,27
33.0,Judg rule oklahoma gay marriage ban unconstitut rule stay pend appeal marriage occur dimmed koto news,21
25.0,family brain dead pregnant woman su tea hospita keep life support,15
76.0,list shoot school campus since newmown dec via abc world news dian sawyer,19
20.0,japanese company buy maker standard american whiskey maker mark jim beam b,16
32.0,tuesday nation dress pet day needless say owner fabula outfit idea pet photo,25
5.0,thing like alcohol tobacco firearm businessman say,12
10.0,expect go abl hard stewart told director new film,23
2.0,seen child,5
12.0,water ok drink charleston w va common mile away last week chemic leak learn path,31
58.0,year ago wednesday miracle hudson look back,12
40.0,pope Franci known ride bueno air bu take street rome modest ford focus sell Harley Davidson motorcycle,29
5.0,ninety hour workweek may common junior banker,12
24.0,student wound shotgun point teacher talk new mexico school gunman,19
27.0,word ami roach health decks cut hair chemotherapy,18
37.0,cast happy day,9
13.0,abc news poll american split evenly legal marijuana,9
8.0,us Marin corp investing image purportedly show Marin burn Bodi insure surface tm website,19
16.0,doctor allegedly leave man open heart surgery unqualify assist mystery caller alert man stepson,18
7.0,three luck ticket holder maryland illinois kansa share million prize,15
32.0,new air for de certify nuclear missile offic found cheat certif test malmstrom afb montana result nuclear missile offic retest,35
53.0,break navi spokesperson pilot rescue navi helicopt f e fighter jet crash aslant virginia conscious,20
33.0,JC penney company close underperform store across us elemin approxim posit,14
80.0,video devil Babi prank street new york city terrific Hilario,16
19.0,video australian daredevil decide jump get couple shot shark,15
10.0,academic announce oscar nomen thursday morn move think score nomen vote bottom right side page,25
47.0,park assist function work properly park assist function work properly,11
86.0,pope sell Harley,6
18.0,felony assault charge file seventh grade student accus tuesday middle school shoot rowel n,20
13.0,reason care net neutral rule,14
34.0,Mattel maker Barbi produce bald fashion doll children lost hair ill cancer,23
208.0,could difficult flight Chanel mowland year old daughter autism like sit long turn pure joy,28
4.0,drought west much rain elsewhere warm nearly everywhere,11
10.0,policy said shooter point gun head third person cop arrive scene,21
6.0,committed major democrat conclude attack benghazi like prevent,13
10.0,safe say oscar hope sleep right watch live,19
27.0,full list oscar nomen,6
185.0,mother write heartfelt thank businessman talk autist daughter flight,15
23.0,live large brush fire threaten home mountain near lo angel,11
25.0,update major firefight OPer underway wildfire near la grow act live,15
13.0,controversy year old white separatist argue return Segre us tonight nightly,17
11.0,play dog lost paw set Ethan california veterinary technician step save help get prostate paw,30
6.0,charismata YouTube star gun culture grow audience,9
38.0,ohio killer put death prolong execute first u use new lethal two drug inject process,18
135.0,russel johnson below professor Gilligan island die kidney failure age wife tell abc news die home peace sleep today,32
17.0,soldier kill other injury hard land special OPer Blackhawk helicopt georgia,14
15.0,pregnant women charleston w v area still advise avoid tap water despite declare safe,18
22.0,break sent follow house pass govern fund trillion spend bill sent pre Obama signature,19
2.0,ask gate present build reflect pentagon endorse book pentagon press secretary rear adm john Kirbie chuckle said fact sign book pentagon cannot endorse content book,44
9.0,chang train policy offic meant bloods avert wednesday indiana supermarket shoot,16
10.0,lawmake press social secure administer office massive fraud scandal involve new york city cop firefight allegedly bilk govern million fall claim disable work ground zero,37
93.0,tea man arrest wave sign warn driver lurk traffic cop defend court say warn thing speed limit sign,36
2.0,imagine world without choco,7
2.0,american excls sit russian pre Vladimir Putin ahead Sochi Olympe week Georg stephanopoulo detail good morn america,26
4.0,new pre Obama announce transit chang NSA metadata collect process work senior administer office tell abc news chief white house correspond Jon Karl detail,28
47.0,excls state policy offic fire shoot van full children tell side story think offic fire,28
6.0,update pre Obama announce NSA data collect reform speech friday,11
32.0,daughter ohio inmate execute thursday torture unuse slow execute process,12
22.0,policy children dead adult children wound germantown maryland townhouse person detain,19
3.0,lesson learn columbin hand active shooter put practic policy took active shooter indiana supermarket wednesday,26
104.0,document show pope benedict defrock nearly priest molest children associe press report,15
14.0,law firm spokesperson freedom industry w v company chemic spill taint water supply file chapter bankruptcy,19
20.0,policy paraded respond delaware valley charter school philadelphia report shot fire abc action news,19
1.0,one person declare dead scene azoth die taken hospita policy said,19
11.0,deadly hotel room tonight abc,9
17.0,update philadelphia policy commission juvenile school shoot suspect taken custody student shot,16
9.0,pre Putin protect us athlete Sochi,9
16.0,new school secure guard claim warn administer month Colo school shooter danger,17
27.0,update year old mother suspect blood attack children adult maryland home,17
56.0,could Aneth live feet ice could get,14
11.0,time fast approach us check uncle sam mess,19
15.0,know russian preside work SPI black belt judo,19
12.0,get excls first look schwarzenegg new bud light commerce set air super bowl,19
17.0,mayor Hoboken n j said today million dollar Sandi relief withheld city refuse approve major new develop favor new jersey gov Chris Christi,35
0.0,rate matter favor basic measure public figure popular overall posit rate key indic broad accept,25
5.0,come antitoxin popcorn may fruit beget beat,12
10.0,hard believe year ago flintstone pitch smoke family,15
120.0,feel rhythm feel rhyme jamaican bobol team qualify Sochi winter Olympe man sled sportsmen,23
4.0,root sunday NFL confer championship game share team show support,18
11.0,say use word pervert english second language,14
31.0,update policy mother second woman believe perform exor young children blood md home friday dead wound,25
102.0,say light strike spot twice christ priest say,18
37.0,children mother azoth woman charge two count murder,14
2.0,AFC championship game underway pick team share one think win,17
196.0,denver bronco crown AFC champion win new england patriot,13
121.0,omaha nebraska base busy donat peyton man charity said omaha time sunday game ESPN Darren novel report,23
7.0,r rate given bull maa prompt online petit sign hunder thousand people,20
2.0,NFC championship game underway pick team share one think win,17
135.0,seattle seahawk crown NFC champion win san francisco er,14
7.0,Kenneth bae american missionary jail north korea appeal u author secure release press confer said held request,32
246.0,one day martin luther king jr dream,9
39.0,feel rhythm feel rhyme jamaican bobol team qualify Sochi winter Olympe need help get,21
27.0,policy search possible black widow suicide bomber may infilter Sochi Olympe secure,15
33.0,multiple worker reportedly trap injury collapse industry fail omaha nebraska kets newswatch,20
10.0,phish spear phish Vish smith way get hack avoid,16
21.0,update hospita tell abc news least victim treat follow industry expos collapse intern nutria omaha nebraska,21
9.0,rambuncti richard Sherman rocket nation spotlight sunday night publish op ed monday morn,13
2.0,get Starbuck strawberry frappuccino vent grand tall get without insect owe pink rose color,27
26.0,first sport illustre swimsuit cover model,7
15.0,cost average american wed reach wed insure expand,15
24.0,update fire chief multiple dead least injury worker still trap nebraska plant expos,17
32.0,boss expect employe ask rais worker tonight abc world news dian sawyer show ask,28
390.0,empire state build red black green monday night honor martin luther king jr day,18
209.0,video tea policy offic stop take time play catch boy,13
7.0,shark tank tip ask rais,9
13.0,situate unuse prosecutor say usual someone convict murder already custody,18
113.0,couple pick city san francisco k tab batoid fantasy capture nation imagine,21
9.0,kim kardashian along olympian singer tv beaver meet famous people never knew psoriasis,22
1.0,investing launch church leader stage fake kidnap youth group member teach lesson,20
37.0,stay safe nation weather service say azoth snow storm could bring inch snow tuesday philadelphia new york city bitterly cold air wind chill low degree zero full story good morn america,46
6.0,effort retrieve decease continue unstable nebraska plant expos dead injury,16
28.0,sex couple file lawsuit Fla court argue state ban sex marriage unconstitut lesbian right group say,20
15.0,develop camp policy confirm shoot report perdu univers elect engin bldg person custody shelter place order,22
27.0,medic examine confirm remain found new york city autist teen ayont oquendo miss since doctor,21
9.0,update office confirm dead perdu univ shoot male suspect custody,14
9.0,fear black widow bomber hide Sochi house homeland secure chair say,14
2.0,governor new york new jersey delaware declare state emerge sever winter storm move eastern us forecast photo,24
15.0,couple step rescue san francisco tab pull batoid fantasy day,17
12.0,parent us olympian stay home fear safety Sochi Olympe via abc news investing team blotter,24
6.0,cancer death rate men women children steadily decrees accord new report four major nation cancer track group,26
5.0,thailand child boxer tonight nightly,8
9.0,perfect march mad bracket,7
7.0,azoth frigid snow winter storm bare teeth across much northeastern unit state climate scientist today release new number say show planet still get warmer,31
16.0,scandinavian strut stuff,4
7.0,azoth notably new Jerseyan accus gov Chris Christi hardball polit Olympe icon carl lewis,17
31.0,Wendi william recent broke tear show person reason get along year old son Kevin,25
14.0,expect cold mess commit morn,7
2.0,policy search motive deadly perdu shoot,8
59.0,finer fund rais online year old boy rescue fire die tri rescue grandfather,18
27.0,update univ oklahoma spokesperson time evil found shot fire injury report,22
0.0,new mexico state policy said true Bodi disco saturday around p,14
8.0,new men arrest alley al Baeda link plot bomb us embassy ikra prime manist offic confirm abc news,20
52.0,skydive luck alive crash van foot jump,14
44.0,hear impair year old write thank note deaf NFL player know feel,17
17.0,controversy interview seattle seahawk cornerback richard Sherman say weekly news confer would approach interview differ known would blow like,31
67.0,video arnold schwarzenegg goe incognito manage gold gym,12
454.0,happy th birthday Facebook oldest user,7
136.0,knock wake unless real emerge,16
8.0,perdu univers shoot say gun violence fatigue,10
47.0,wife man kill florida move theater shoot speak whole world got shatter,18
32.0,Nichola brown use elbow one good leg crawl lost control snowmobile sub free temperature,22
1.0,week conserve comment ann coulter firm mitt romney support said gop frontrunn need run mate tri test,27
17.0,host winter Olympe azoth side Sochi photo,13
22.0,inmate tutti prison face sexual ABus year accord justice depart investing,15
17.0,eat cheaper cook home,8
133.0,brain tumor took away Dorothi holm bail speak pick index card began fill edge edge seemingly random undecipher sequence letter two decad later message final reveal,39
35.0,company target pare benefit part time employe company still offer benefit include home depot land end Starbuck,27
101.0,Dorothi holm grandchildren spent past year tri crack code behind seemingly random undecipher sequence letter took internet minute solv puzzle,31
50.0,Justin Bieber arrest miami beach,6
42.0,overnight Justin Bieber arrest leave miami beach club accus drag race dui policy said,18
30.0,fever agent today charge repute mobster connect infamy Lufthansa heist kennedy intern airport abc news learn heist made famous martin scorses film goodfella,35
166.0,Justin Bieber book florida jail follow arrest mugshot release,10
6.0,demand Facebook password may break law say sent,10
4.0,think go make winter Olympe,12
9.0,day apart brother die incide jog new york city,12
1.0,video archive first abcworldnew,7
9.0,may surprise richard Sherman said michael Crabtree expos interview,16
26.0,ralph Lauren debut team usa winter Olympe uniform made america year photo,16
82.0,new least dead pileup interest indiana victim may still trap abc chicago,21
18.0,seattle hospita investing patient put risk improperly clean instrument,13
5.0,daughter JFK charge impair drive Juli,12
4.0,egyptian state tv report multiple casualty blast area cairo policy headquart image show faced damage,20
23.0,chew gum seem like harmless even smart habit may,16
3.0,global warm denial cost us job un office say,10
16.0,give soda new study consume report show high level caramel color product may caus cancer,25
7.0,lighter side morn like chew gum plenty,14
51.0,live surfer take massive wave maverick invite california,11
4.0,us embassy cairo confirm american arrest egypt reason yet known abc news middle east correspond Alex Marquardt report,26
28.0,Judg order sperm donor pay child support kansa,10
405.0,one million nature conceive ident triplet boy born california,11
47.0,update vehicle pileup interest leave dead injury,14
4.0,top us airport highest number gun confisk,12
58.0,video everyone quit smoke,6
9.0,wound sought shoot dorm south carolina st univers,13
1.0,refer word like junk food holiday terror ban NYC issue test fear word could appear bias evoke unpleat mot student,29
0.0,violent fieri protest continue friday kiev ukraine follow abc news int l affair correspond Hamish Macdonald twitter share live update ground http twitter com hamishnew,29
47.0,Judg order hospita take pregnant brain dead tea woman life support FAA tv,16
41.0,adrift ghost ship office think infest rat one know still float toward british coast sunk,29
8.0,update student wound shoot south carolina state die,11
8.0,abc news excls appl tim cook talk NSA next mac turn,15
30.0,american athlete warn wear team usa Olympe gear outside office Venu Sochi,19
9.0,jimmy pallia open abc sexual relationship carri teacher,17
4.0,queen wrung su allegedly libel lawyer twitter act dub twibil,20
20.0,young gun dian sawyer special david muir,9
12.0,alert american head winter Olympe Sochi cite black widow first time,20
0.0,confuse import today new hampshire,11
1.0,california woman charge iller assist health year old world war ii veteran commit suicide give yogurt mix lethal dose Oxycontin accord investing,31
8.0,Georg Zimmerman fire use associe press image inspire one paint without permiss,18
6.0,anthony Curcio serv five year fever prison thought perfect crime,16
7.0,morgan chase ceo jami demon get rais despite billion penalty,13
4.0,surprise way insure determine car insure rate,10
5.0,super bowl xxviii draw near number way get fleet grow day,19
11.0,report active shooter situate mall columbia md accord author,19
24.0,update shoot maryland mall left least three dead policy said unclear mani other might injury shoot whether shooter knew victim,35
12.0,suspect shooter among three dead maryland mall shoot policy confirm,17
10.0,split come week french tabloid report preside francoa holland affair actress,19
14.0,update shoot maryland mall investing possible domes dispute involve husband estrange wife boyfriend policy source told abc news,29
2.0,tokyo court order gool suspend autocomplet search function japanese man claim violet privacy cost job,26
87.0,forget image long vessel point bow,12
33.0,cop would say brown,7
37.0,policy describe year old suspect arm danger,9
10.0,arizona republican parti formal censure sen john McCain today cite vote record say insuffici conserve say support issue associe liber democrat,29
11.0,man believe kill two people shotgun maryland mall shoot also improves expos made firework policy said,27
21.0,study found percent unwont sexual misconduct harass involve prison staff perpet act rang verbal sexual harass serious nonconsensu sexual enter,31
197.0,cortez family include son Mikey family active despite injury left beget state,21
7.0,policy say Dorion march Aguilar shooter kill two people maryland mall turn gun Howard count policy chief bill McMahon said today,31
8.0,white house press secretary jay carney said pass implement preside signature health care law worth polit consent,21
29.0,marles Munoz week pregnant husband found unconsci,12
6.0,former preside bill clinton said tragedy kill trayvon martin caus think stand ground law,23
62.0,update marles Munoz remove life support month legal wrangle,14
28.0,tea policy baffs disappear year old woman return two year trip around world went miss near law tea home,28
3.0,rep peter king r n told week lack russian cooper key caus concern,19
31.0,CDC say passing aboard ship sick,14
127.0,mother turn photograph inspire desire miss grow children capture image mystery magic,24
8.0,football victory dance may part human,11
59.0,seahawk cheer squad include first listen us air for,13
25.0,amid swirl anti gay sentiment russia Sochi mayor claim gay people city,17
4.0,top moment last night gramme award favorite moment,12
8.0,new congressman resign fallout cocain possess convict full effect serv,16
1.0,short sentence Osana bin laden bride three al Baeda leader wive get day iller entry,20
350.0,mother capture childhood stun photograph photo,9
11.0,new policy student sever injury set fire colorado school,14
29.0,Amanda knox form friendship missouri man wrongly convict murder tell abc news,18
16.0,noroviru nasty terrific travel,9
90.0,look left love open plain ah ye right behind massive Eleph,19
8.0,may think NSA would care game play smartphone new batch document suggest otherwise,24
60.0,ruggedly Handsom actor really smoke Marlboro cigarette mani three pack day,16
43.0,recal last time drove Hillari clinton said remember well unfortune secret service driven since,29
21.0,monday taxpayer one arizona count paid court appoint attorney expert wit cost associe Jodi aria case,24
124.0,legendary folk singer activist pete Seeger die,11
1.0,visa MasterCard acknowledge friday alert bank major breach,14
6.0,get ready handshake date night guy yell announce preside arrive,16
32.0,would tri toothpaste,5
22.0,two miss california girl found appear ok,9
2.0,strangest state union ritual,8
7.0,alley gunman say rampage shoot michigan interest trigger govern conspiracy,20
5.0,choco toothpaste,2
14.0,policy search shooter spray north carolina church playground gunfire teen wound,16
20.0,report critic queen household treasure finance plan royal fund dwindle,12
6.0,new policy open fire hawaii school allegedly attack runaway teen correct attack,18
15.0,like player cheer EASI make NFL,15
3.0,think cast think butcher nail role steve job,16
23.0,gridlock south mani million affect winter storm,14
22.0,year best worst super bowl ad far,10
17.0,duck dynasty star attend state union louisiana congressman guest,13
16.0,recap pre Obama say use execute action advance agenda necessary america stand still neither,26
15.0,recap pre Obama say use execute action advance agenda necessary america stand still neither,26
33.0,top trend state union topic via excls data proved abc news Facebook minimum wage equal pay climate chang obamacar immigr,25
145.0,wound army ranger Cori remsburg receive far longest stand oval state union abc news Jon Karl house chamber say longest loudest stand oval heard long time ever story,50
24.0,republican response state union rep Cathi mcmorri Rodger want better life preside part way make happen video,37
22.0,interest look state union number,12
14.0,new new york congressman physic threaten report camera state union break half like boy,24
1.0,new enhance version surveil video Georg Zimmerman custody may support neighborhood watch shooter story trayvon martin shoot,23
36.0,wednesday morn good morn america abc news pier Thoma take flight f see new jersey air nat l guard prepare super bowl secure,30
69.0,hard believe Oprah Winfrey turn year old today brush Oprah knowledge fun fact former talk show host,28
3.0,fact check last night state union rhetor vs reality,11
77.0,freak southern snow storm strand nearly student school use overnight photo,15
13.0,year old left cold new jersey bu nearly hour,11
66.0,self pier Thoma take sky f show fighter jet help keep super bowl safe video,28
17.0,million credit card victim need check account thief make small charge,16
643.0,deport Justin Bieber petit pass signature white house oblige respond,12
17.0,tell differ real fake gun take abc photo quiz,21
4.0,pre Obama gop candid cousin come swing anti Obama state union response video,18
7.0,five PBJ tri,4
199.0,stuck atlanta snowstorm gridlock last night Babi grace wait,11
5.0,new policy say maryland mall gunman journal indic thought need mental help want die gender hair other believe reassemble shotgun bag skate shop dress room exit room open fire,46
80.0,scientist pay contract suffer flu,13
129.0,Justin Bieber turn toronto canada policy station,14
176.0,wound army ranger special bond command chief,11
34.0,update Justin Bieber enter toronto policy station amid control chao,10
33.0,newly release video show skydive zoom rescue free fall unconsci skydive,13
24.0,update Justin Bieber current policy toronto earlier tonight connect alley assault limo driver back decem,23
10.0,Scarlett Johanson super bowl spot caus long term partnership fizzy,12
14.0,time lost monkey paparazzi problem vandal investing,15
1.0,break least dead christian univers shoot,11
10.0,russia right host year winter Olympe Sochi beat austria south korea help mystery russian businessman u author describe top organ crime boss heroin kingpin current crimine indict uzbekistan,45
59.0,blame atlanta snowstorm chao,8
45.0,bee expert zombi bee found northeast us,8
5.0,Oxfam accept Scarlett Johanson resign global goodwill ambassador,11
48.0,second tour Marin lost arm crash go gold paralyze game,15
57.0,break attorney gender holder author gov seek death penalty boston bomb suspect us attorney say govern seek death penalty,24
51.0,video year old announce mom pregnant great,9
33.0,break Amanda knox found guilty murder italian court,10
